"","sesso","titolo","giuridica2","area","corso","aula","edizione","ore","trimestre","iscritti","formati","esito"
"2029","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ","FUORI","B09MD",42,1,1,1,1
"2030","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","AUTOCAD - CORSO BASE                                                            ","FUORI","B09AT",24,4,1,NA,0
"2031","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,1,1
"2032","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ","FUORI","A09MD",30,3,1,1,1
"2033","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","INTERVENTO FORMATIVO PER PERSONALE IN RIENTRO DA PERIODI DI ASSENZA DI ALMENO 5 ","DENTRO","A09MS",12,4,1,NA,0
"2034","M","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE PROGETTI - CORSO BASE                                                  ","DENTRO","C09MS",24,4,1,1,1
"2035","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","C09AL",24,4,1,1,1
"2036","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA PROGETTAZIONE GEOTECNICA DEGLI EDIFICI AI SENSI DEL DM 14/01/2008            ","FUORI","A09MD",40,3,1,1,1
"2037","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI MEMORIZZAZIONE                                                      ","FUORI","F09FV",8,4,1,1,1
"2038","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,1,1
"2039","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ","FUORI","B09MD",30,4,1,1,1
"2040","F","DIPLOMA DI QUALIFICA               ","Categoria B","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE DOCUMENTI E METODOLOGIE DI ARCHIVIAZIONE                               ","DENTRO","A09MM",24,3,1,NA,0
"2041","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI GESTIONE GRUPPI E CONDUZIONI RIUNIONI                               ","FUORI","A09FV",16,4,1,1,1
"2042","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"2043","M","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIONE DOCUMENTI E METODOLOGIE DI ARCHIVIAZIONE                               ","DENTRO","A09MM",24,3,1,NA,0
"2044","M","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ","FUORI","B09MD",30,4,1,1,1
"2045","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","A09AL",16,2,1,1,1
"2046","M","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO LAVORI PU","DENTRO","A09AL",28,2,1,1,1
"2047","M","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","LA NUOVA NORMATIVA TECNICA PER LE COSTRUZIONI - DM 14/01/2008                   ","FUORI","A09MD",42,1,1,1,1
"2048","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ","FUORI","C09MS",24,3,1,1,1
"2049","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA PROGRAMMAZIONE CONTABILE E DI BILANCIO                                       ","DENTRO","A09AT",16,4,1,1,1
"2050","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV","FUORI","B09MS",32,4,1,NA,0
"2051","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA PROGRAMMAZIONE CONTABILE E DI BILANCIO                                       ","DENTRO","A09AT",16,4,1,1,1
"2052","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","B09AL",24,4,1,1,1
"2053","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","B09AL",16,4,1,1,1
"2054","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","LA NUOVA IMPOSTAZIONE DEL F.S.E 2007-2013: MONITORAGGIO, CONTROLLI E RENDICONTAZ","FUORI","B09CB",27,4,1,1,1
"2055","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","A09AL",29,2,1,1,1
"2056","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","SOLUZIONE DEI PROBLEMI                                                          ","FUORI","E09FV",16,4,1,1,1
"2057","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","IL MODELLO DI PROGRAMMAZIONE REGIONALE                                          ","FUORI","D09MS",24,4,1,1,1
"2058","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","E09AL",16,4,1,1,1
"2059","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV","FUORI","A09MS",32,1,1,1,1
"2060","M","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","FORMAZIONE PER IL PERSONALE DI NUOVO INSERIMENTO - PRESENTAZIONE E BILANCIO DELL","FUORI","A09NA",26,4,1,1,1
"2061","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","LA PRIVACY IN AMBITO SANITARIO                                                  ","FUORI","A09CB",8,2,1,NA,0
"2062","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","TECNICHE DI REDAZIONE E CONTROLLO DI ATTI AMMINISTRATIVI                        ","DENTRO","D09AL",28,4,1,NA,0
"2063","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","A08AT",24,1,1,1,1
"2064","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","F09FV",16,4,1,NA,0
"2065","F","LAUREA                             ","Categoria C","COMUNICAZIONE                           ","CERIMONIALE, RELAZIONI ESTERNE ED ORGANIZZAZIONE EVENTI                         ","FUORI","A09MS",16,2,1,1,1
"2066","F","LAUREA                             ","Categoria C","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","B09AL",8,3,1,1,1
"2067","F","LAUREA                             ","Categoria C","TECNICO-SPECIALISTICA                   ","MATERIE SPECIALISTICHE FA                                                       ","FUORI","A09CP",32,4,1,NA,0
"2068","M","LAUREA                             ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","F09FV",16,4,1,NA,0
"2069","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA PROGETTAZIONE GEOTECNICA DEGLI EDIFICI AI SENSI DEL DM 14/01/2008            ","FUORI","A09MD",40,3,1,1,1
"2070","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO LAVORI PU","DENTRO","B09AL",28,4,1,1,1
"2071","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,NA,0
"2072","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI NEGOZIAZIONE                                                        ","FUORI","C09FV",16,4,1,NA,0
"2073","M","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","D09AL",16,3,1,1,1
"2074","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","B09MS",16,4,1,1,1
"2075","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ","FUORI","B09MD",30,4,1,1,1
"2076","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA PROGETTAZIONE GEOTECNICA DEGLI EDIFICI AI SENSI DEL DM 14/01/2008            ","FUORI","A09MD",40,3,1,1,1
"2077","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LE INDAGINI E LE TECNICHE DI MICROZONAZIONE SISMICA APPLICATE AI CENTRI URBANI E","FUORI","A09MD",40,2,1,1,1
"2078","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","STRUMENTI DI RILEVAZIONE ED ELABORAZIONE STATISTICA DEI DATI                    ","FUORI","B09MM",24,4,1,1,1
"2079","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,1,1
"2080","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ","FUORI","A09MD",30,3,1,1,1
"2081","F","LAUREA                             ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"2082","M","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI NEGOZIAZIONE                                                        ","FUORI","C09FV",16,4,1,1,1
"2083","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO BASE                                                         ","FUORI","D09AT",16,4,1,1,1
"2084","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","MODELLI DI SIMULAZIONE DEI TRASPORTI E DI VALUTAZIONE DELL'IMPATTO AMBIENTALE DE","FUORI","A09MD",30,4,1,1,1
"2085","F","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","MATERIE SPECIALISTICHE FTP                                                      ","FUORI","A09BB",32,4,1,1,1
"2086","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LA PROGETTAZIONE GEOTECNICA DEGLI EDIFICI AI SENSI DEL DM 14/01/2008            ","FUORI","A09MD",40,3,1,1,1
"2087","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LE INDAGINI E LE TECNICHE DI MICROZONAZIONE SISMICA APPLICATE AI CENTRI URBANI E","FUORI","A09MD",40,2,1,1,1
"2088","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,NA,0
"2089","M","LAUREA                             ","Categoria D","GIURIDICA                               ","L'INFORMATIZZAZIONE DELLE PROCEDURE DI GARA                                     ","FUORI","A09AL",16,1,1,1,1
"2090","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","LE TECNOLOGIE PER LA MULTIMEDIALITA' E LA MULTICANALITA'                        ","DENTRO","A08AT",16,1,1,1,1
"2091","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","LE INFRASTRUTTURE DELLA RETE TELEMATICA REGIONALE TOSCANA - RTRT                ","DENTRO","A09MM",24,4,1,1,1
"2092","M","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ","FUORI","B09MD",30,4,1,1,1
"2093","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO AVANZATO                                                     ","FUORI","D08EB",24,1,1,1,1
"2094","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LE INDAGINI E LE TECNICHE DI MICROZONAZIONE SISMICA APPLICATE AI CENTRI URBANI E","FUORI","A09MD",40,2,1,1,1
"2095","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ","FUORI","B09MD",30,4,1,1,1
"2096","M","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","DENTRO","A08AL",16,1,1,1,1
"2097","M","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - AGGIORNAMENTO                  ","DENTRO","B09AL",8,4,1,1,1
"2098","M","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","D09AL",16,3,1,1,1
"2099","M","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE AL DATAWAREHOUSING                                                 ","FUORI","B09MM",24,4,1,NA,0
